d1,1,-1,0
d2,1,0,-1
d3,1,0,0
d4,-1,1,0
d5,0,1,-1
d6,0,1,0
d7,-1,0,1
d8,0,-1,1
d9,0,0,1
d10,-1,0,0
d11,0,-1,0
d12,0,0,-1
