Point,x,y,Objective,Status,Time,Global_Time
"[1, 1]",1,1,9.89473684210523,Optimal,0.04999972879886627,1.5746678998693824
"[2, 1]",2,1,4.061881684514596,Optimal,0.04100007936358452,25.431440699845552
"[2, 2]",2,2,4.061881684530916,Optimal,0.04199962131679058,27.113636400084943
"[3, 1]",3,1,3.3148453926944423,Optimal,1.2200000463053584,51.30398049997166
"[3, 2]",3,2,3.3148453851379696,Optimal,2.5290001882240176,55.49366329982877
"[3, 3]",3,3,3.3148454030724004,Optimal,0.04299979191273451,57.110452299937606
"[4, 1]",4,1,3.134337023188597,Optimal,2.046000142581761,81.33033150015399
"[4, 2]",4,2,3.1343370375492325,Optimal,0.3899998962879181,83.3608734998852
"[4, 3]",4,3,3.1343370360587346,Optimal,1.4080000575631857,86.42862260015681
"[4, 4]",4,4,3.133783883267273,Optimal,0.04299979191273451,88.14489070000127
"[5, 1]",5,1,3.130198124848232,Optimal,0.418000272475183,110.06898880004883
"[5, 2]",5,2,3.1301981335556595,Optimal,0.19000035244971514,111.87813859991729
"[5, 3]",5,3,3.130198133071552,Optimal,0.1270002918317914,113.6574229998514
"[5, 4]",5,4,3.1301981328698267,Optimal,0.9069994557648897,116.31167159974575
"[5, 5]",5,5,3.0620145766185267,Optimal,0.06299943197518587,118.0219947998412
"[6, 1]",6,1,3.200976586534956,Optimal,0.8639996638521552,139.81607619998977
"[6, 2]",6,2,3.200976594517575,Optimal,0.8209998719394207,142.35434779990464
"[6, 3]",6,3,3.2009765945854904,Optimal,0.09800037369132042,144.00890879984945
"[6, 4]",6,4,3.2009765941743793,Optimal,0.08999963756650686,145.82510170014575
"[6, 5]",6,5,3.2009765945854904,Optimal,0.4980000900104642,147.9800456999801
"[6, 6]",6,6,3.007277973468667,Optimal,0.06000017747282982,149.76493899989873
"[7, 1]",7,1,3.287151347063986,Optimal,0.7410000544041395,170.35146969975904
"[7, 2]",7,2,3.2871513464200617,Optimal,0.8190001593902707,172.83174589974806
"[7, 3]",7,3,3.287151346418937,Optimal,0.897999806329608,175.44778560008854
"[7, 4]",7,4,3.287151356275005,Optimal,0.9229996707290411,177.90020090015605
"[7, 5]",7,5,3.2871513565368566,Optimal,0.728999893181026,180.37535250000656
"[7, 6]",7,6,3.269433818612022,Optimal,0.7509998744353652,182.79977979976684
"[7, 7]",7,7,2.966047059073504,Optimal,0.7660005474463105,185.29956219997257
"[8, 1]",8,1,3.3561752259418354,Optimal,0.6970000918954611,204.78025239985436
"[8, 2]",8,2,3.3561752241099043,Optimal,0.7160001900047064,207.17901400011033
"[8, 3]",8,3,3.35617522431408,Optimal,0.6940002087503672,209.39272500015795
"[8, 4]",8,4,3.356175235213014,Optimal,0.7059997413307428,211.7660149000585
"[8, 5]",8,5,3.3561752349693093,Optimal,0.6549998419359326,214.07613020017743
"[8, 6]",8,6,3.356175224365244,Optimal,0.754000386223197,216.5514222001657
"[8, 7]",8,7,3.2627898311053394,Optimal,0.6900001550093293,218.78801060002297
"[8, 8]",8,8,2.9344050902632532,Optimal,0.5940001225098968,221.12929019983858
"[9, 1]",9,1,3.4079286624538994,Optimal,1.0110002243891358,239.8121151998639
"[9, 2]",9,2,3.407928660971695,Optimal,0.7730004843324423,242.12044959980994
"[9, 3]",9,3,3.4079286615319626,Optimal,0.8450001943856478,244.64377399999648
"[9, 4]",9,4,3.4079286722849544,Optimal,0.8939997525885701,247.17420119978487
"[9, 5]",9,5,3.4079286723561957,Optimal,0.7949998369440436,249.46982199978083
"[9, 6]",9,6,3.4079286751336584,Optimal,0.757999811321497,251.88343349983916
"[9, 7]",9,7,3.400571700204022,Optimal,0.7539997575804591,254.24044559989125
"[9, 8]",9,8,3.2220388065237837,Optimal,0.6970000918954611,256.5951263997704
"[9, 9]",9,9,2.9095332493933244,Optimal,0.7619998650625348,258.8650787998922
"[10, 1]",10,1,3.4479640217009746,Optimal,1.006000000052154,276.8222582000308
"[10, 2]",10,2,3.447964021155105,Optimal,0.9309997782111168,279.37865589978173
"[10, 3]",10,3,3.44796402340099,Optimal,0.8769999956712127,281.7752621001564
"[10, 4]",10,4,3.4479640334007042,Optimal,0.9840000187978148,284.37563710007817
"[10, 5]",10,5,3.4479640323953458,Optimal,0.9770000819116831,287.01196940010414
"[10, 6]",10,6,3.447964033060773,Optimal,0.9810001356527209,289.4769287998788
"[10, 7]",10,7,3.4479640219847183,Optimal,0.730999605730176,291.8882901999168
"[10, 8]",10,8,3.399830143514782,Optimal,0.8879999862983823,294.28262049984187
"[10, 9]",10,9,3.177002345885035,Optimal,0.8029999444261193,296.72725469991565
"[10, 10]",10,10,2.8895369562797413,Optimal,0.7199996151030064,299.04754350008443
"[11, 1]",11,1,3.4799016713304294,Optimal,0.979999965056777,315.8722055000253
"[11, 2]",11,2,3.4799016694411686,Optimal,0.8049996569752693,318.32446409994736
"[11, 3]",11,3,3.479901676923235,Optimal,0.920000416226685,320.74094960000366
"[11, 4]",11,4,3.4799016833458785,Optimal,0.922000128775835,323.3212361000478
"[11, 5]",11,5,3.479901682035967,Optimal,1.063999836333096,325.89048609975725
"[11, 6]",11,6,3.4799016820649324,Optimal,0.8480000775307417,328.38842620002106
"[11, 7]",11,7,3.479901671678107,Optimal,0.7960000075399876,330.84310379996896
"[11, 8]",11,8,3.4774899397849337,Optimal,0.9640003787353635,333.32531329989433
"[11, 9]",11,9,3.371584573145986,Optimal,0.7879999000579119,335.75331160007045
"[11, 10]",11,10,3.1359255474929144,Optimal,0.7170003606006503,338.1033426001668
"[11, 11]",11,11,2.8731402141346667,Optimal,0.7099997950717807,340.4508806001395
"[12, 1]",12,1,3.506004033135552,Optimal,0.839999970048666,356.1707615000196
"[12, 2]",12,2,3.506004031773528,Optimal,1.1289996095001698,358.7597773000598
"[12, 3]",12,3,3.5060040354843256,Optimal,1.089999871328473,361.5593198998831
"[12, 4]",12,4,3.506004046463777,Optimal,0.8779995376244187,364.0923211001791
"[12, 5]",12,5,3.5060040443554303,Optimal,0.8010002318769693,366.4156204001047
"[12, 6]",12,6,3.506004044136684,Optimal,1.368000148795545,369.4333174000494
"[12, 7]",12,7,3.5060040453009353,Optimal,0.9910005843266845,372.1026464998722
"[12, 8]",12,8,3.5060040335265996,Optimal,0.8850001031532884,374.44231909979135
"[12, 9]",12,9,3.480837082686423,Optimal,0.8839999325573444,377.0173422000371
"[12, 10]",12,10,3.3326396588624494,Optimal,0.9979998925700784,379.5678627998568
"[12, 11]",12,11,3.1001497226826,Optimal,0.8379996288567781,382.14628920005634
"[12, 12]",12,12,nan,Evaluated_Infeasible,0.8099998813122511,384.45476840017363
"[13, 1]",13,1,3.527753822809663,Optimal,0.7989998906850815,399.4993098000996
"[13, 2]",13,2,3.52775382132539,Optimal,1.1949995532631874,402.15758639993146
"[13, 3]",13,3,3.5277538367161547,Optimal,1.1260003549978137,404.9262918001041
"[13, 4]",13,4,3.527753831996788,Optimal,0.9930002968758345,407.41938620014116
"[13, 5]",13,5,3.527753831565115,Optimal,1.088000158779323,410.1473362999968
"[13, 6]",13,6,3.5277538301388383,Optimal,1.1340004624798894,412.7594473999925
"[13, 7]",13,7,3.5277538331694496,Optimal,1.3109998544678092,415.8059295997955
"[13, 8]",13,8,3.527753833453715,Optimal,1.0499999625608325,418.5396662000567
"[13, 9]",13,9,3.527291518795236,Optimal,0.899999518878758,420.9845604998991
"[13, 10]",13,10,3.463104632203168,Optimal,1.1109996819868684,423.80059800017625
"[13, 11]",13,11,3.2918755469855387,Optimal,0.8619999513030052,426.1863397997804
"[13, 12]",13,12,3.069295142299506,Optimal,0.9099999675527215,428.8172518000938
"[13, 13]",13,13,2.8478946203722373,Optimal,0.7679996313527226,431.2735696998425
"[14, 1]",14,1,3.546165604049863,Optimal,0.7780000800266862,445.60097269993275
"[14, 2]",14,2,3.546165601464781,Optimal,0.8570003556087613,448.12325159972534
"[14, 3]",14,3,nan,Evaluated_Infeasible,1.2539995601400733,450.90919179981574
"[14, 4]",14,4,3.5461656021388555,Optimal,1.0030001169070601,453.5981125999242
"[14, 5]",14,5,3.5461656124443657,Optimal,0.9909999556839466,456.14850750006735
"[14, 6]",14,6,3.5461656127780037,Optimal,0.9850001893937588,458.83499399991706
