Point,x,y,Objective,Status,Time,Global_Time
"[1, 1]",1,1,9.894736842105251,Optimal,0.048999558202922344,0.5597521001473069
"[2, 1]",2,1,4.0618816845309125,Optimal,0.04299979191273451,2.1506240000016987
"[2, 2]",2,2,4.061881684530925,Optimal,0.045000133104622364,2.6860021001193672
"[3, 1]",3,1,3.3148454030724017,Optimal,0.043999962508678436,4.056532599963248
"[3, 2]",3,2,3.314845403072404,Optimal,0.22999963257461786,4.780386799946427
"[3, 3]",3,3,3.314845403072399,Optimal,0.0570002943277359,5.322524100076407
"[4, 1]",4,1,3.134337036452877,Optimal,0.04600030370056629,6.447871800046414
"[4, 2]",4,2,3.1343370364528784,Optimal,0.35100015811622143,7.289795200107619
"[4, 3]",4,3,3.134337036452878,Optimal,0.061000348068773746,7.862945100059733
"[4, 4]",4,4,3.133783898141954,Optimal,0.042000249959528446,8.430621100123972
"[5, 1]",5,1,3.1301981330254662,Optimal,0.043999962508678436,9.27962479996495
"[5, 2]",5,2,3.1301981330254662,Optimal,0.16699957195669413,9.953868699958548
"[5, 3]",5,3,3.1301981330254645,Optimal,0.14400004874914885,10.594619499985129
"[5, 4]",5,4,3.130198133025464,Optimal,0.08099998813122511,11.182803800096735
"[5, 5]",5,5,3.0620145766185276,Optimal,0.053000240586698055,11.734861599979922
