d1,1,1,1
d2,-1,-1,-1
d3,1,1,0
d4,-1,-1,0
d5,1,0,1
d6,-1,0,-1
d7,0,1,1
d8,0,-1,-1
d9,1,0,0
d10,-1,0,0
d11,0,1,0
d12,0,-1,0
d13,0,0,1
d14,0,0,-1
